mgnify	msp
MGYG000003390	msp_0005:0.35648106293689985,msp_0209:0.21886619675181324,msp_1432:0.424652740311287
MGYG000004480	msp_1244
MGYG000002921	msp_1244
MGYG000003056	msp_0580
MGYG000004649	msp_0236:0.29360470768096986,msp_1087:0.7063952923190301
MGYG000000268	msp_0581
MGYG000002585	msp_1751
MGYG000002738	msp_0182
MGYG000002095	msp_0306:0.37943911179833284,msp_0319:0.12771970103015778,msp_0777:0.1721684075560717,msp_0822:0.1232877871142848,msp_1032:0.19738499250115293
MGYG000003812	msp_0739c
MGYG000004266	msp_1543
MGYG000004645	msp_0401
MGYG000001238	msp_0467:0.76032644187335,msp_0747:0.23967355812664995
MGYG000001964	msp_0055:0.24306186149207362,msp_0075:0.4232886459800615,msp_0480:0.3336494925278649
MGYG000002686	msp_0518
MGYG000004583	msp_1244
MGYG000004023	msp_1244
MGYG000002848	msp_1863
MGYG000002370	msp_1682c
MGYG000003699	msp_0160:0.4438438143854499,msp_1421:0.5561561856145502
MGYG000002946	msp_0360
MGYG000001124	msp_1244
MGYG000000182	msp_0359:0.37458573373923143,msp_0482:0.19651911646910417,msp_0994:0.21107608805940817,msp_1326:0.21781906173225624
MGYG000002688	msp_0773:0.2685757008043673,msp_1494c:0.3498658320613131,msp_1923:0.38155846713431957
MGYG000003626	msp_1107:0.49415204678362573,msp_1205:0.5058479532163743
MGYG000004415	msp_1244
MGYG000004357	msp_1374
MGYG000003204	msp_1130
MGYG000001826	msp_1943
MGYG000000766	msp_1457
MGYG000000654	msp_1018
MGYG000000682	msp_0598
MGYG000003412	msp_0761:0.49958982772764565,msp_0957:0.5004101722723544
MGYG000004424	msp_0785:0.40564268391479263,msp_0946:0.17493717915337414,msp_1436:0.4194201369318332
MGYG000003855	msp_0018:0.15913558060385838,msp_0023:0.41194671574757663,msp_0410:0.3122821877441307,msp_1173c:0.11663551590443436
MGYG000004134	msp_0595:0.45249486681624435,msp_1131:0.5475051331837557
MGYG000001773	msp_1314
MGYG000004090	msp_1830
MGYG000003309	msp_0492
MGYG000004570	msp_0905c
MGYG000001731	msp_1244
MGYG000002077	msp_0897:0.7373333333333333,msp_1023:0.26266666666666666
MGYG000000665	msp_1184
MGYG000003849	msp_1314
MGYG000004378	msp_1244
MGYG000002183	msp_1244
MGYG000000577	msp_1557
MGYG000003100	msp_0859
MGYG000002933	msp_0609
MGYG000000807	msp_0601c
MGYG000000314	msp_1244
MGYG000000786	msp_1219
MGYG000004624	msp_0491
MGYG000004647	msp_0768
MGYG000000951	msp_0422:0.2739892564922,msp_0515:0.23349564276878465,msp_1908:0.4925151007390154
MGYG000002092	msp_0199:0.4468884608209102,msp_0257:0.35450223992506436,msp_0651:0.1986092992540255
MGYG000000522	msp_0160
MGYG000004774	msp_0402
MGYG000002213	msp_0855
MGYG000001902	msp_1775
MGYG000000918	msp_0749:0.5076460188335994,msp_1092:0.4923539811664006
MGYG000002513	msp_0100
MGYG000002260	msp_0277:0.8294518842122898,msp_0709:0.17054811578771015
MGYG000002642	msp_1219
MGYG000003971	msp_1293
MGYG000004592	msp_1051:0.32058574344461604,msp_1140:0.07918527218241501,msp_1472c:0.600228984372969
MGYG000003465	msp_0899
MGYG000002249	msp_1285
MGYG000002115	msp_0761
MGYG000002555	msp_0197:0.5236343580292161,msp_0501:0.4763656419707839
MGYG000004901	msp_1696c:0.5305849307070347,msp_2159:0.46941506929296517
MGYG000003927	msp_0053:0.33636136554846796,msp_0252:0.4159209874903611,msp_0393:0.24771764696117093
MGYG000003034	msp_1244
MGYG000001870	msp_0594:0.20003686590572892,msp_1691:0.7999631340942711
MGYG000000754	msp_1543
MGYG000001915	msp_1244
MGYG000004309	msp_1044
MGYG000003531	msp_0992:0.17345739471468996,msp_1018:0.5215851729182984,msp_1318:0.22946484154988944,msp_1467:0.07549259081712215
MGYG000004235	msp_0071:0.27123202429340854,msp_0172:0.13527865888265775,msp_0205:0.12138843944381342,msp_0404:0.25628769773564736,msp_0663:0.14997538198003174,msp_1060c:0.06583779766444117
MGYG000000769	msp_1244
MGYG000002576	msp_1244
MGYG000004577	msp_0873
MGYG000002539	msp_1244
MGYG000001788	msp_1244
MGYG000001046	msp_1993
MGYG000004247	msp_0518:0.4518638552044955,msp_0763:0.5481361447955045
MGYG000002719	msp_0421:0.28990108201050946,msp_0657:0.17019296898141217,msp_0663:0.294292996795387,msp_1060c:0.2456129522126914
MGYG000003275	msp_1244
MGYG000000777	msp_1244
MGYG000002156	msp_1096
MGYG000000126	msp_1558
MGYG000002037	msp_0953
MGYG000001360	msp_1787
MGYG000000589	msp_0484
MGYG000004002	msp_1582
MGYG000003773	msp_0314
MGYG000002905	msp_1371
MGYG000001286	msp_1030
MGYG000003551	msp_0819:0.28222237143221235,msp_1579c:0.185915033999855,msp_1835:0.2277200389468107,msp_2003:0.304142555621122
MGYG000004340	msp_0301:0.13270815436084277,msp_0374:0.0915856577334647,msp_0388:0.1356709573882172,msp_0389:0.06362946332197786,msp_0484:0.15334456869549454,msp_0778:0.08953676158730217,msp_1060c:0.3335244369127006
MGYG000004646	msp_0066:0.3736638981272342,msp_0268:0.22889359204652568,msp_1279:0.39744250982624
MGYG000001603	msp_0086:0.3884149854567993,msp_0402:0.6115850145432006
MGYG000004444	msp_0170
MGYG000001084	msp_1244
MGYG000000163	msp_1704c
MGYG000002434	msp_0844c
MGYG000003322	msp_1244
MGYG000002584	msp_0557
MGYG000000346	msp_0125:0.28437930133358036,msp_0208:0.484087283543224,msp_0473c:0.23153341512319575
MGYG000000689	msp_0490
MGYG000004753	msp_1536
MGYG000001969	msp_0763:0.06363869749392205,msp_0777:0.22089564368971115,msp_0807:0.23564317020496492,msp_0841:0.3662308350201001,msp_1347c:0.11359165359130173
MGYG000000709	msp_0452
MGYG000003203	msp_1582
MGYG000004193	msp_0644:0.1247677367457609,msp_1629:0.6703232318649721,msp_1871:0.20490903138926686
MGYG000000013	msp_0007:0.515432781385285,msp_0118:0.48456721861471497
MGYG000000180	msp_1244
MGYG000003330	msp_0844c
MGYG000002995	msp_0009:0.40955996071228395,msp_0177:0.15485849260762977,msp_0360:0.43558154668008625
MGYG000004028	msp_1626:0.48419512657694047,msp_1638:0.5158048734230595
MGYG000000619	msp_0608
MGYG000000947	msp_1244
MGYG000001215	msp_1244
MGYG000004793	msp_0071:0.16315833832828633,msp_0196:0.18373835073094608,msp_0318:0.2801303162682578,msp_0381:0.23586101758337766,msp_0879:0.1371119770891322
MGYG000000573	msp_0407
MGYG000001043	msp_1583
MGYG000001320	msp_1942
MGYG000003045	msp_1244
MGYG000004342	msp_1049
MGYG000004796	msp_0020:0.2095369707464078,msp_0172:0.17582124839746258,msp_0197:0.6146417808561296
MGYG000004692	msp_1244
MGYG000002542	msp_1223c
MGYG000004091	msp_1244
MGYG000000825	msp_0196:0.46303101572835514,msp_0862:0.14331912391591944,msp_1241:0.2866382478318389,msp_1475:0.10701161252388652
MGYG000002938	msp_1489c
MGYG000004486	msp_0734
MGYG000003266	msp_1244
MGYG000004243	msp_0107:0.34821848607207123,msp_0624:0.207336197813905,msp_0683:0.2538415132114164,msp_0773:0.1906038029026074
MGYG000003828	msp_0365:0.241034739078413,msp_0550:0.21948454842867518,msp_0758:0.5394807124929119
MGYG000001185	msp_0856:0.11704043204244302,msp_1189:0.17724402573666248,msp_1535:0.08068171794641782,msp_1595:0.2673570653518551,msp_1726:0.20659409595370626,msp_1897:0.15108266296891534
MGYG000004040	msp_1244
MGYG000002610	msp_0893:0.5428929124847962,msp_1255:0.4571070875152038
MGYG000002117	msp_1244
MGYG000001142	msp_1244
MGYG000004209	msp_1244
MGYG000003282	msp_1360
MGYG000000694	msp_1244
MGYG000000943	msp_0076:0.3853427895981087,msp_0277:0.6146572104018913
MGYG000002045	msp_0761
MGYG000003193	msp_1488
MGYG000002302	msp_0380:0.3488471089215433,msp_1453:0.6511528910784568
MGYG000000164	msp_0373:0.6698292220113852,msp_1617:0.33017077798861477
MGYG000002893	msp_0881
MGYG000002323	msp_0005
MGYG000002843	msp_0742
MGYG000000885	msp_1244
MGYG000001169	msp_0467:0.20017138064032733,msp_0577:0.07777683649099013,msp_0914:0.3425102001340316,msp_1013:0.06267583559153672,msp_1423:0.18422897128421398,msp_1637:0.1326367758589002
MGYG000002931	msp_1361:0.33650931227239855,msp_1570:0.4048935806182847,msp_1600:0.25859710710931677
MGYG000004213	msp_0836
MGYG000004505	msp_1244
MGYG000004270	msp_1158
MGYG000000637	msp_0333
MGYG000004011	msp_1244
MGYG000004295	msp_0082c
MGYG000004478	msp_0695
MGYG000002101	msp_0466
MGYG000004810	msp_0891:0.8382673388045763,msp_0966:0.16173266119542373
MGYG000002825	msp_0108:0.15231546890954561,msp_0140:0.1660901166253194,msp_0157:0.06919872223524069,msp_0341:0.19787263689545714,msp_1432:0.11424398805561868,msp_1754:0.30027906727881853
MGYG000004893	msp_0338:0.43588281089552866,msp_1838:0.22857285466417232,msp_1861:0.33554433444029896
MGYG000004636	msp_1052
MGYG000000851	msp_1692
MGYG000002174	msp_0567
MGYG000001880	msp_1451
MGYG000004731	msp_0047:0.22209623794525696,msp_0138:0.06785481980869211,msp_0166:0.1482718222467634,msp_0878:0.09945231351076417,msp_0916:0.33526013189484266,msp_1099c:0.12706467459368065
MGYG000003273	msp_0206:0.6802656546489564,msp_0863:0.31973434535104367
MGYG000001087	msp_0018:0.7353936386194451,msp_0180:0.26460636138055493
MGYG000001881	msp_0025
MGYG000003252	msp_0061
MGYG000004785	msp_0076:0.4909007703736527,msp_1385:0.5090992296263473
MGYG000000908	msp_0621
MGYG000001074	msp_0046
MGYG000003526	msp_0234:0.3925240024860746,msp_1400:0.6074759975139253
MGYG000003070	msp_1505
MGYG000001349	msp_0313
MGYG000001965	msp_0514
MGYG000001798	msp_0797
MGYG000001255	msp_0265
MGYG000001650	msp_0755c
MGYG000004257	msp_0081:0.14627110665002188,msp_1227c:0.15307662269935715,msp_1401c:0.2386878513061721,msp_1531c:0.1772377489444939,msp_1596:0.2847266703999549
MGYG000000937	msp_2054
MGYG000002243	msp_0995
MGYG000003758	msp_1259c
MGYG000004333	msp_0858:0.2925910695415148,msp_1311:0.6617898927342705,msp_1449:0.04561903772421467
MGYG000004231	msp_1483
MGYG000002508	msp_1331
MGYG000001801	msp_1447
MGYG000004531	msp_0716:0.5567765567765568,msp_1060c:0.4432234432234432
MGYG000000818	msp_0313
MGYG000004849	msp_1256
MGYG000000165	msp_1337c
MGYG000004550	msp_1244
MGYG000004436	msp_0218:0.3604490719243281,msp_0596:0.15955840660452045,msp_0679:0.10196524735339958,msp_1465:0.3780272741177518
MGYG000003714	msp_1697
MGYG000001642	msp_1244
MGYG000003900	msp_1244
MGYG000002759	msp_1244
MGYG000001478	msp_1244
MGYG000004328	msp_1244
MGYG000000837	msp_0903
MGYG000000716	msp_1244
MGYG000002765	msp_1244
MGYG000003951	msp_0422:0.43859649122807015,msp_1113c:0.5614035087719299
MGYG000002221	msp_0606
MGYG000004837	msp_0881
MGYG000000735	msp_0452
MGYG000003523	msp_0567:0.2318157376834039,msp_1210:0.3331688688542965,msp_1228:0.4350153934622997
MGYG000001203	msp_1244
MGYG000004354	msp_1859
MGYG000003035	msp_1546
MGYG000000625	msp_0039:0.5057894249079223,msp_2088:0.4942105750920775
MGYG000002222	msp_0426
MGYG000004066	msp_1244
MGYG000001608	msp_0950c
MGYG000000737	msp_1244
MGYG000001766	msp_2007
MGYG000001517	msp_0691:0.6970767788039018,msp_1059c:0.30292322119609805
MGYG000001825	msp_1324
MGYG000004704	msp_0110:0.15404584431634338,msp_0280:0.08048749514375379,msp_0466:0.1302063529034397,msp_0573:0.2533571891470871,msp_0801:0.18634604853934303,msp_1419:0.195557069950033
MGYG000002741	msp_1244
MGYG000004673	msp_1219
MGYG000004363	msp_1244
MGYG000002501	msp_0209:0.2933155188043998,msp_1511c:0.7066844811956002
MGYG000000321	msp_1244
MGYG000003661	msp_0332
MGYG000004903	msp_1041
MGYG000004804	msp_0215
MGYG000003885	msp_1244
MGYG000002198	msp_1244
MGYG000002635	msp_1786
MGYG000001519	msp_1259c
MGYG000003277	msp_0684:0.2694824592599943,msp_0786:0.20002410045593622,msp_1052:0.1953858604453638,msp_1546:0.1293821916576785,msp_1895:0.20572538818102715
MGYG000003574	msp_0597:0.22278149056763386,msp_0867:0.2421537940952542,msp_1378:0.5350647153371119
MGYG000003030	msp_1244
MGYG000000348	msp_1546
MGYG000001259	msp_1024
MGYG000002868	msp_0061:0.08066286745769329,msp_0089:0.35006118207367865,msp_0281:0.05530107630918544,msp_0917:0.2682760547142031,msp_1493:0.24569881944523952
MGYG000000491	msp_1745
MGYG000004559	msp_1640
MGYG000003212	msp_1710
MGYG000003780	msp_1245:0.7455357142857142,msp_1457:0.2544642857142857
MGYG000003372	msp_0754c
MGYG000001580	msp_1244
MGYG000000608	msp_1060c
MGYG000003216	msp_1073
MGYG000002803	msp_0130:0.4636941337464794,msp_0716:0.15018814428133506,msp_0819:0.13849685161272812,msp_0838:0.06478704263116414,msp_0907:0.06655819919230388,msp_1050:0.06487790804859916,msp_1104:0.05139772048739022
MGYG000002017	msp_0583
MGYG000000293	msp_0313
MGYG000000645	msp_1244
MGYG000002035	msp_0634:0.4028287904062561,msp_1012:0.35084722228273807,msp_1584:0.24632398731100572
MGYG000004765	msp_1244
MGYG000001951	msp_0531
MGYG000000402	msp_0290
MGYG000000309	msp_1244
MGYG000002216	msp_1121
MGYG000001471	msp_0916
MGYG000001605	msp_0562:0.37257193995556337,msp_0969:0.2702746167995628,msp_1159:0.35715344324487375
MGYG000004759	msp_0470
MGYG000002731	msp_1244
MGYG000003348	msp_0834
MGYG000004635	msp_0110:0.5236938031591738,msp_0396:0.4763061968408263
MGYG000002428	msp_0844c
MGYG000002770	msp_0281
MGYG000000702	msp_1244
MGYG000002758	msp_0068:0.3079318014906698,msp_0291:0.30355876003731824,msp_0468:0.38850943847201197
MGYG000003165	msp_0179:0.23479489290637542,msp_0208:0.3518975559255572,msp_0989:0.4133075511680674
MGYG000000711	msp_1459
MGYG000003160	msp_0034:0.14716854261917056,msp_0045:0.06889011217071213,msp_0081:0.05475880711005323,msp_0089:0.026191240759242437,msp_0230:0.2383065682815192,msp_0346:0.09775603945351052,msp_0374:0.15607262475923248,msp_0388:0.2108560648465594
MGYG000001758	msp_0208:0.31525930745351516,msp_1553:0.6847406925464847
MGYG000002103	msp_0953:0.2582963140594218,msp_1032:0.07560577636777417,msp_1323:0.33307948173097607,msp_1378:0.18804251280645323,msp_1484:0.14497591503537466
MGYG000001604	msp_0310
MGYG000003050	msp_1244
MGYG000000797	msp_1244
MGYG000001725	msp_0448
MGYG000001759	msp_1244
MGYG000001353	msp_1244
MGYG000000685	msp_0499
MGYG000001336	msp_1237
MGYG000003339	msp_1244
MGYG000003363	msp_0215:0.5170222423967318,msp_0228:0.4829777576032683
MGYG000002575	msp_0005:0.44022760212571793,msp_0031:0.559772397874282
MGYG000003207	msp_1894
MGYG000003488	msp_0498:0.7029390724779286,msp_0708:0.2970609275220714
MGYG000001682	msp_1987
MGYG000000092	msp_1608c
MGYG000004477	msp_1429
MGYG000003858	msp_0420
MGYG000001868	msp_0476
MGYG000001873	msp_0181
MGYG000000214	msp_1219
MGYG000003270	msp_0046
MGYG000004301	msp_1244
MGYG000002022	msp_0603c
MGYG000001073	msp_0338:0.09430558683670326,msp_0580:0.22125468458558178,msp_0621:0.6844397285777151
MGYG000001081	msp_1703
MGYG000003667	msp_1738
MGYG000002534	msp_0005:0.46443089430894313,msp_0633:0.535569105691057
MGYG000002240	msp_1852
MGYG000003460	msp_0765
MGYG000002658	msp_0995
MGYG000004607	msp_1244
MGYG000002427	msp_0844c
MGYG000000512	msp_0389
MGYG000002560	msp_0102
MGYG000000823	msp_1727
MGYG000004049	msp_1422
MGYG000003065	msp_0058:0.24018399564588902,msp_1891:0.7598160043541109
MGYG000004695	msp_1244
MGYG000000440	msp_0504
MGYG000000979	msp_1244
MGYG000001971	msp_0750
MGYG000002783	msp_1994
MGYG000004373	msp_1244
MGYG000002565	msp_0968c
MGYG000001962	msp_1370
MGYG000004298	msp_1646
MGYG000002435	msp_0844c
MGYG000001588	msp_0562:0.17599385600361914,msp_0999:0.5886303670389496,msp_1159:0.23537577695743128
MGYG000001991	msp_0564
MGYG000000842	msp_0946:0.3445635528330781,msp_0999:0.655436447166922
MGYG000004689	msp_1499
MGYG000002932	msp_1244
MGYG000002809	msp_0893
MGYG000001865	msp_2140
MGYG000002949	msp_0058:0.2966471402275723,msp_0076:0.23533762457764962,msp_0402:0.468015235194778
MGYG000000361	msp_0572:0.32908163265306123,msp_1236:0.6709183673469389
MGYG000004290	msp_0326
MGYG000002678	msp_1481
MGYG000003307	msp_1438
MGYG000003621	msp_0656
MGYG000004050	msp_0416:0.16401535929786068,msp_0521:0.8359846407021394
MGYG000000516	msp_0729:0.5270911511508015,msp_0996:0.47290884884919865
MGYG000000927	msp_1495
MGYG000004884	msp_0473c:0.29831387808041504,msp_0719:0.7016861219195849
MGYG000001616	msp_0331:0.1481564267581,msp_0766:0.08303487309828188,msp_1085:0.052577598311227325,msp_1251:0.1863355734804547,msp_1282:0.24135469780567265,msp_1312:0.2129600274755935,msp_1378:0.07558080307066993
MGYG000002851	msp_1244
MGYG000003826	msp_0955
MGYG000001586	msp_1244
MGYG000002010	msp_2050
MGYG000004628	msp_0213:0.0957188689260668,msp_0385:0.12237340668577656,msp_0478:0.09593460598968015,msp_0492:0.11699485117196681,msp_0545:0.06820935836196694,msp_1310:0.05066063366237859,msp_1323:0.16815775243722858,msp_1399:0.14181906240057846,msp_1484:0.14013146036435714
MGYG000004717	msp_0050:0.03792252539614699,msp_0134:0.5361541440357394,msp_0155:0.15873285630101525,msp_0512:0.10014720482552962,msp_1069:0.05910265926101632,msp_1882:0.10794061018055254
MGYG000002628	msp_2068
MGYG000004766	msp_1244
MGYG000004218	msp_1112
MGYG000004700	msp_0471:0.4020128693628344,msp_1039:0.3835802669769872,msp_1520:0.21440686366017833
MGYG000001071	msp_0881:0.7911636293740218,msp_1801:0.20883637062597826
MGYG000000317	msp_0881
MGYG000001075	msp_0853c
MGYG000002627	msp_1674
MGYG000002116	msp_0763:0.3651701338929966,msp_0965:0.6348298661070035
MGYG000003159	msp_1244
MGYG000000432	msp_1967
MGYG000004420	msp_1154
MGYG000002798	msp_0493:0.10629638918126558,msp_0837:0.10062264585119471,msp_0872:0.13384352774953587,msp_1261:0.1737711833036742,msp_1376:0.21682317321704697,msp_1425:0.2686430806972827
MGYG000000403	msp_0048:0.5708815850894838,msp_0451:0.28834964578243427,msp_0468:0.14076876912808184
MGYG000002762	msp_1272:0.5549805950840879,msp_1546:0.445019404915912
MGYG000003929	msp_1819
MGYG000004045	msp_0380:0.36968377555263987,msp_0691:0.14666028211810161,msp_1059c:0.06404608062292418,msp_1196:0.08271674477990316,msp_1222:0.3037068602444238,msp_1268:0.03318625668200729
MGYG000002130	msp_1244
MGYG000000613	msp_1009
MGYG000001602	msp_1041
MGYG000000688	msp_1244
MGYG000003178	msp_0030
MGYG000002482	msp_0045
MGYG000001982	msp_1244
MGYG000002667	msp_1199
MGYG000004350	msp_0546:0.4669812652593517,msp_1858:0.5330187347406483
MGYG000003589	msp_0331:0.3111661731290895,msp_0423:0.17684498342694455,msp_0682:0.10359026348134871,msp_0791:0.18924390964051666,msp_1652:0.21915467032210065
MGYG000001496	msp_1337c:0.7208297355048752,msp_1525:0.2791702644951248
MGYG000000334	msp_0124:0.4435428113949152,msp_0303:0.15454359373696436,msp_0317:0.15831074826847763,msp_0487:0.0948364563837812,msp_0541:0.14876639021586155
MGYG000002384	msp_1059c
MGYG000003829	msp_0321:0.21689248733348596,msp_0328:0.24785408477671142,msp_0375:0.16110515510486242,msp_0642:0.09931139698244944,msp_1023:0.10623845766949522,msp_1745:0.16859841813299556
MGYG000000721	msp_1928
MGYG000001735	msp_0028:0.3374587564779165,msp_0098:0.20008751675107708,msp_1814:0.4624537267710063
MGYG000003739	msp_1543
MGYG000003671	msp_1204:0.47203680499010986,msp_1426:0.5279631950098902
MGYG000004676	msp_1493
MGYG000002484	msp_0140
MGYG000002551	msp_1794
MGYG000003909	msp_0650:0.0469209692085265,msp_0769:0.12960746848525834,msp_0952:0.1275244913131738,msp_1060c:0.221781724022911,msp_1128:0.1645477307266759,msp_1296c:0.21318650905932013,msp_1381:0.09643110718413422
MGYG000002128	msp_1355
MGYG000000424	msp_0013:0.13198899676117953,msp_0127:0.6383158660180666,msp_1335:0.229695137220754
MGYG000004734	msp_0447
MGYG000004744	msp_0134:0.39557046126215084,msp_1882:0.6044295387378492
MGYG000000007	msp_1268
MGYG000000616	msp_0584
MGYG000000643	msp_1009
MGYG000004597	msp_1244
MGYG000000113	msp_0380
MGYG000003287	msp_1782
MGYG000003038	msp_1244
MGYG000004426	msp_1502
MGYG000003091	msp_0036:0.3386215049756886,msp_0075:0.27258868508129397,msp_0096:0.24761328199792934,msp_0225:0.14117652794508806
MGYG000002032	msp_1244
MGYG000001583	msp_1244
MGYG000004349	msp_1244
MGYG000002705	msp_0249:0.7561439375527186,msp_0669:0.24385606244728153
MGYG000004077	msp_1156:0.4967320261437909,msp_1264c:0.5032679738562091
MGYG000002051	msp_0738:0.2578522443316624,msp_0894:0.36848186016583945,msp_0997:0.3736658955024981
MGYG000003155	msp_0170:0.15541387812397708,msp_0183:0.13789961983798485,msp_0271:0.6299319912125698,msp_0830:0.07675451082546812
MGYG000003166	msp_0879
MGYG000000876	msp_0301:0.4749035794698649,msp_0893:0.525096420530135
MGYG000001899	msp_2013
MGYG000002742	msp_1244
MGYG000004800	msp_1435
MGYG000003019	msp_0089:0.304859980077628,msp_0196:0.02874376808390216,msp_0214:0.028704660916441072,msp_0215:0.2172822971418086,msp_0335:0.03714423551687357,msp_0417:0.0703158295119204,msp_0439:0.11342970846013004,msp_0543c:0.029384297734796918,msp_0849:0.03430557036355152,msp_1618:0.07176165229110268,msp_1837:0.06406799990184489
MGYG000002858	msp_1244
MGYG000002961	msp_1244
MGYG000003075	msp_1244
MGYG000000635	msp_0942
MGYG000002366	msp_0005:0.19550600522714148,msp_0341:0.13653887139250367,msp_0754c:0.15913249125964476,msp_1432:0.09385155239839497,msp_1554c:0.41497107972231506
MGYG000002823	msp_0108:0.2101669373005959,msp_0209:0.1299436314535176,msp_0865:0.09456480614535415,msp_1352:0.12332878951522167,msp_1511c:0.27345910521770145,msp_1766:0.08742307242653564,msp_1815:0.08111365794107364
MGYG000004492	msp_1853
MGYG000003825	msp_0319
MGYG000002127	msp_0769
MGYG000002953	msp_0213:0.33188485928142425,msp_0276:0.30497242765441357,msp_1378:0.3631427130641623
MGYG000000110	msp_0030:0.175152749490835,msp_1554c:0.8248472505091649
MGYG000001445	msp_0030
MGYG000004206	msp_0777:0.38377065987182796,msp_0965:0.3005032168249269,msp_0988:0.14205606613542002,msp_1105:0.17367005716782521
MGYG000004064	msp_0629
MGYG000000904	msp_1244
MGYG000001274	msp_0742
MGYG000003055	msp_1279:0.3250797667208434,msp_1977:0.6749202332791566
MGYG000004094	msp_0149
MGYG000004051	msp_1426
MGYG000003279	msp_0196:0.4621777797055421,msp_0439:0.5378222202944579
MGYG000002614	msp_1482
MGYG000003345	msp_0313:0.35395498198628117,msp_0884:0.3453405125695875,msp_1219:0.30070450544413124
MGYG000002431	msp_0844c
MGYG000001158	msp_1244
MGYG000003696	msp_1244
MGYG000003006	msp_1244
MGYG000004097	msp_1244
MGYG000002637	msp_1784
MGYG000001666	msp_2058
MGYG000001839	msp_1052
MGYG000003110	msp_1338
MGYG000002112	msp_1244
MGYG000002257	msp_0716
MGYG000003839	msp_0375:0.7527620954750706,msp_0810:0.2472379045249295
MGYG000003914	msp_0749
MGYG000002109	msp_0743
MGYG000002864	msp_1244
MGYG000003081	msp_1244
MGYG000000879	msp_1244
MGYG000000932	msp_0747
MGYG000002668	msp_0091:0.3693677284743493,msp_0300:0.2349000206762856,msp_1107:0.39573225084936514
MGYG000004876	msp_1737
MGYG000000768	msp_1244
MGYG000004398	msp_1244
MGYG000004509	msp_1565
MGYG000004764	msp_0030:0.35400149796415353,msp_0084:0.1552454946824115,msp_0197:0.12182458957717011,msp_0409:0.16551019870438452,msp_0482:0.03364975875788842,msp_0667:0.16976846031399193
MGYG000001811	msp_2168
MGYG000000684	msp_1244
MGYG000000437	msp_0196:0.4097325402146905,msp_1241:0.5902674597853096
MGYG000004690	msp_2196
MGYG000004366	msp_1244
MGYG000002879	msp_0622:0.4033493840725928,msp_1186:0.5966506159274071
MGYG000000934	msp_1244
MGYG000000733	msp_1060c
MGYG000004332	msp_1244
MGYG000001995	msp_0443
MGYG000002928	msp_1244
MGYG000003187	msp_0005:0.696594427244582,msp_1766:0.30340557275541796
MGYG000002960	msp_1885
MGYG000003323	msp_0388:0.20754807633177513,msp_0407:0.11759891002947126,msp_0418:0.2602095285353599,msp_0450:0.23719780152202877,msp_0879:0.177445683581365
MGYG000004630	msp_0814:0.6272912423625255,msp_1060c:0.3727087576374746
MGYG000001188	msp_1244
MGYG000004702	msp_0592
MGYG000003010	msp_0853c:0.3532953904687266,msp_1127:0.42623712900924837,msp_1788:0.22046748052202503
MGYG000004504	msp_1244
MGYG000003062	msp_1244
MGYG000003935	msp_0907
MGYG000000481	msp_0271
MGYG000004418	msp_1317
MGYG000004284	msp_1244
MGYG000001599	msp_1904
MGYG000002288	msp_0041
MGYG000001626	msp_0131:0.4105587802513951,msp_0413:0.39325345762381236,msp_0594:0.19618776212479253
MGYG000004756	msp_0196:0.2567232288988958,msp_0225:0.4080630892549596,msp_1727:0.3352136818461446
MGYG000003341	msp_1244
MGYG000003254	msp_0073:0.7843431272285027,msp_0280:0.21565687277149728
MGYG000002160	msp_0896
MGYG000003593	msp_0197:0.28354239189034336,msp_0233:0.5056431332999725,msp_0366:0.12361756719609482,msp_0713:0.08719690761358946
MGYG000003685	msp_1244
MGYG000002574	msp_0587
MGYG000002634	msp_0881
MGYG000003012	msp_0933
MGYG000004466	msp_1244
MGYG000004822	msp_0062:0.24100750722277378,msp_0184:0.19781810880453335,msp_0827:0.5611743839726929
MGYG000000465	msp_1162
MGYG000004560	msp_0271:0.6244112897096391,msp_1508:0.37558871029036084
MGYG000003706	msp_0141:0.2495960174198059,msp_0274:0.7504039825801941
MGYG000000630	msp_1153
MGYG000004741	msp_0586:0.6763906494889507,msp_1304:0.3236093505110493
MGYG000000304	msp_0584
MGYG000004807	msp_0467:0.4204773546472652,msp_1013:0.5795226453527348
MGYG000004671	msp_1539
MGYG000002984	msp_0452:0.34981180683167795,msp_1132:0.650188193168322
MGYG000004413	msp_0498:0.38539282153694066,msp_0504:0.1454126902383991,msp_0708:0.20891033108946924,msp_0835:0.2602841571351909
MGYG000004310	msp_0730:0.08873591337333592,msp_0928:0.4314531667972026,msp_1246:0.35975644879494834,msp_1616:0.1200544710345133
MGYG000001026	msp_0800:0.6430156433883896,msp_0940:0.3569843566116105
MGYG000003136	msp_1418c:0.6688461280178737,msp_1543:0.33115387198212637
MGYG000000040	msp_0851
MGYG000000914	msp_0956
MGYG000001813	msp_1244
MGYG000000324	msp_1244
MGYG000001942	msp_1393:0.2158926570522138,msp_1908:0.7841073429477863
MGYG000001918	msp_0972
MGYG000003018	msp_0203:0.2996649464818591,msp_0225:0.495518186427329,msp_0711c:0.20481686709081195
MGYG000003023	msp_0145:0.29911091555659186,msp_0202:0.0994234406127452,msp_1728:0.6014656438306628
MGYG000004651	msp_1244
MGYG000003112	msp_0045:0.20209298563353056,msp_0144:0.23323518341968116,msp_0291:0.22727390077636664,msp_0529:0.21082011710458054,msp_0735:0.1265778130658412
